Phrase,Time,INF,IF,F,C
my watch fell in the water,4.064516,1,0,0,20
prevailing wind from the east,5.357143,1,1,1,23
never too rich and never too thin,6.48,0,0,0,27
breathing is difficult,5.333333,0,0,1,20
I can see the rings on Saturn,5.307692,1,0,0,22
physics and chemistry are hard,6.117647,1,1,0,24
my bank account is overdrawn,5.142857,1,0,0,23
elections bring out the best,4.8,1,0,1,23
we are having spaghetti,4.897959,1,1,0,18
time to go shopping,3.368421,0,0,0,16
a problem with the engine,5.478261,0,0,0,21
elephants are afraid of mice,5.538462,0,1,0,23
my favorite place to visit,4.474576,0,0,1,22
three two one zero blast off,4.380952,1,0,0,22
my favorite subject is psychology,7.404255,1,0,0,28
circumstances are unacceptable,5.508197,0,0,1,28
watch out for low flying objects,4.984615,1,1,0,25
if at first you do not succeed,5.433962,1,1,1,22
please provide your date of birth,5.694915,1,1,0,26
we run the risk of failure,4.941176,1,0,1,20
prayer in schools offends some,5.886792,1,0,1,25
he is just like everyone else,5.142857,0,0,1,24
great disturbance in the force,5.672727,0,0,0,26
love means many things,4.956522,0,0,0,19
you must be getting old,3.507692,0,0,0,19
the world is a stage,3.428571,0,0,0,16
can I skate with sister today,4.5,1,1,1,22
neither a borrower nor a lender be,6.0,1,1,0,26
one heck of a question,3.927273,0,0,0,18
question that must be answered,5.37931,1,0,0,25
beware the ides of March,4.067797,1,0,1,19
double double toil and trouble,5.288136,1,0,1,25
the power of denial,3.622642,0,0,0,16
I agree with you,3.183673,0,0,0,13
do not say anything,3.555556,0,0,0,16
play it again Sam,3.294118,0,0,0,14
the force is with you,3.849057,0,0,0,17
you are not a jedi yet,3.578947,0,0,0,17
an offer you cannot refuse,4.4,1,0,1,21
are you talking to me,4.434783,0,0,0,17
yes you are very smart,4.595745,0,0,0,18
all work and no play,4.266667,0,0,0,16
hair gel is very greasy,3.8,0,0,0,19
Valium in the economy size,4.125,1,0,0,21
the facts get in the way,4.56,0,0,0,19
the dreamers of dreams,4.384615,0,0,0,19
did you have a good time,4.0,0,0,0,19
space is a high priority,4.210526,1,1,1,18
you are a wonderful example,4.380952,1,1,1,21
do not squander your time,4.2,0,0,0,21
do not drink too much,3.457627,0,0,0,17
take a coffee break,3.555556,0,0,0,16
popularity is desired by all,6.0,0,1,1,23
the music is better than it sounds,5.6,0,1,1,27
starlight and dewdrop,4.0,0,0,0,19
the living is easy,3.157895,0,0,0,15
fish are jumping,3.652174,0,0,0,14
the cotton is high,3.75,0,0,0,15
drove my chevy to the levee,4.258065,1,1,1,20
but the levee was dry,3.238095,0,0,0,17
I took the rover from the shop,5.433962,1,0,1,23
movie about a nutty professor,4.6875,0,1,0,24
come and see our new car,4.301887,0,0,0,19
coming up with killer sound bites,6.222222,0,1,1,27
I am going to a music lesson,5.617021,0,1,1,21
the opposing team is over there,6.5,0,1,0,25
soon we will return from the city,5.311475,1,0,1,26
I am wearing a tie and a jacket,6.4,0,1,1,23
the quick brown fox jumped,4.714286,0,0,1,22
all together in one big pile,4.380952,0,1,1,22
wear a crown with many jewels,5.333333,0,0,0,24
there will be some fog tonight,4.761905,1,0,0,24
I am allergic to bees and peanuts,5.311475,1,1,0,25
he is still on our team,4.695652,0,0,0,18
the dow jones index has risen,4.721311,0,1,1,23
my preferred treat is chocolate,7.043478,1,1,1,25
the king sends you to the tower,4.761905,0,1,1,24
we are subjects and must obey,5.333333,1,1,1,22
mom made her a turtleneck,5.04,0,0,1,21
goldilocks and the three bears,5.114754,1,1,0,24
we went grocery shopping,3.9375,0,0,1,21
the assignment is due today,5.018182,0,0,0,23
what you see is what you get,4.258065,1,1,0,20
for your information only,4.327869,0,1,0,21
a quarter of a century,4.5,0,0,0,18
the store will close at ten,4.551724,1,0,1,21
head shoulders knees and toes,4.615385,0,1,0,24
vanilla flavored ice cream,5.75,0,0,0,23
frequently asked questions,6.12766,0,1,0,23
round robin scheduling,4.444444,1,0,1,19
information super highway,6.133333,1,0,1,22
my favorite web browser,4.897959,1,0,1,19
the laser printer is jammed,6.0,0,0,0,23
all good boys deserve fudge,6.133333,0,1,1,22
the second largest country,5.75,0,0,0,23
call for more details,4.695652,0,0,0,18
just in time for the party,4.846154,1,0,1,20
have a good weekend,3.0,0,0,0,16
video camera with a zoom lens,5.236364,1,1,1,22
what a monkey sees a monkey will do,7.0,1,0,0,27
that is very unfortunate,4.5,1,1,0,19
the back yard of our house,4.5,0,1,0,20
