Phrase,Time,INF,IF,F,C
my watch fell in the water,6.3,0,0,0,21
prevailing wind from the east,8.108108,0,1,0,24
never too rich and never too thin,11.571429,0,1,1,26
breathing is difficult,6.153846,1,0,1,19
I can see the rings on Saturn,7.076923,0,1,0,22
physics and chemistry are hard,9.454545,0,1,0,25
my bank account is overdrawn,11.076923,1,1,0,22
elections bring out the best,10.666667,0,1,1,23
we are having spaghetti,6.0,0,1,0,19
time to go shopping,6.193548,0,0,0,16
a problem with the engine,6.461538,0,1,0,20
elephants are afraid of mice,8.228571,1,0,1,23
my favorite place to visit,6.769231,1,1,0,20
three two one zero blast off,8.363636,0,1,0,22
my favorite subject is psychology,13.384615,0,1,0,28
circumstances are unacceptable,11.2,0,0,0,28
watch out for low flying objects,10.125,0,1,0,26
if at first you do not succeed,11.076923,0,1,1,23
please provide your date of birth,12.0,1,0,1,27
we run the risk of failure,8.129032,0,0,1,21
prayer in schools offends some,11.555556,1,0,0,25
he is just like everyone else,8.0,1,0,1,23
great disturbance in the force,10.758621,1,1,0,24
love means many things,8.142857,0,0,0,19
you must be getting old,5.846154,0,0,0,19
the world is a stage,7.111111,0,0,0,16
can I skate with sister today,7.783784,0,1,1,23
neither a borrower nor a lender be,9.333333,0,0,1,28
one heck of a question,8.0,0,0,0,18
question that must be answered,8.0,0,0,0,26
beware the ides of March,6.315789,0,1,0,19
double double toil and trouble,11.142857,1,0,0,25
the power of denial,6.193548,0,0,0,16
I agree with you,4.727273,0,0,0,13
do not say anything,6.857143,0,0,0,16
play it again Sam,5.793103,0,0,0,14
the force is with you,6.8,0,0,0,17
you are not a jedi yet,7.846154,0,0,0,17
an offer you cannot refuse,9.777778,1,0,0,21
are you talking to me,5.1,0,0,0,17
yes you are very smart,8.0,0,0,0,18
all work and no play,5.052632,0,0,0,16
hair gel is very greasy,8.769231,0,0,0,19
Valium in the economy size,9.103448,1,1,1,20
the facts get in the way,6.705882,0,0,0,19
the dreamers of dreams,6.0,0,0,0,19
did you have a good time,8.142857,0,0,0,19
space is a high priority,9.230769,1,1,0,18
you are a wonderful example,8.363636,0,1,1,22
do not squander your time,6.810811,1,1,0,19
do not drink too much,7.034483,0,0,0,17
take a coffee break,7.111111,0,0,0,16
popularity is desired by all,11.076923,0,1,0,23
the music is better than it sounds,9.882353,1,0,0,27
starlight and dewdrop,8.769231,0,0,0,19
the living is easy,4.864865,0,0,0,15
fish are jumping,5.090909,0,0,0,14
the cotton is high,7.2,0,0,0,15
drove my chevy to the levee,9.428571,1,0,1,21
but the levee was dry,6.181818,0,0,0,17
I took the rover from the shop,8.0,1,1,1,22
movie about a nutty professor,9.375,0,0,1,25
come and see our new car,7.125,0,0,0,19
coming up with killer sound bites,8.4,0,1,1,27
I am going to a music lesson,6.769231,0,0,1,22
the opposing team is over there,11.555556,0,1,1,25
soon we will return from the city,9.257143,1,1,1,25
I am wearing a tie and a jacket,11.076923,0,1,0,23
the quick brown fox jumped,8.516129,1,1,0,20
all together in one big pile,8.363636,0,1,1,22
wear a crown with many jewels,11.076923,1,1,0,22
there will be some fog tonight,12.0,1,1,1,23
I am allergic to bees and peanuts,12.0,0,1,1,26
he is still on our team,7.2,0,0,0,18
the dow jones index has risen,10.666667,0,1,1,23
my preferred treat is chocolate,9.0,1,0,1,26
the king sends you to the tower,10.344828,1,0,0,24
we are subjects and must obey,8.0,1,1,1,22
mom made her a turtleneck,9.692308,0,0,1,21
goldilocks and the three bears,12.48,0,1,0,25
we went grocery shopping,7.0,1,0,1,20
the assignment is due today,8.625,0,0,1,23
what you see is what you get,7.542857,0,0,0,22
for your information only,8.8,0,0,0,22
a quarter of a century,5.538462,0,0,0,18
the store will close at ten,10.153846,0,1,0,21
head shoulders knees and toes,10.714286,0,1,1,24
vanilla flavored ice cream,10.615385,1,1,0,21
frequently asked questions,7.384615,0,0,0,24
round robin scheduling,6.0,0,1,1,19
information super highway,7.076923,1,1,0,21
my favorite web browser,7.058824,1,1,1,18
the laser printer is jammed,11.04,1,0,1,22
all good boys deserve fudge,8.117647,0,0,0,23
the second largest country,9.2,1,0,0,22
call for more details,5.538462,0,0,0,18
just in time for the party,6.3,1,1,1,19
have a good weekend,5.052632,0,0,0,16
video camera with a zoom lens,7.384615,0,1,0,23
what a monkey sees a monkey will do,9.081081,0,0,1,28
that is very unfortunate,9.333333,1,1,1,19
the back yard of our house,7.411765,0,0,0,21
this is a very good idea,8.769231,0,0,0,19
reading week is just about here,10.064516,1,1,1,24
our fax number has changed,8.8,1,0,1,21
thank you for your help,5.846154,0,0,0,19
no exchange without a bill,10.153846,0,0,1,22
the early bird gets the worm,7.263158,0,0,1,23
buckle up for safety,7.846154,0,0,0,17
this is too much to handle,10.08,0,1,0,20
protect your environment,10.153846,0,0,0,22
world population is growing,8.727273,1,1,1,22
the library is closed today,6.9,0,0,0,23
Mary had a little lamb,5.684211,0,0,0,18
teaching services will help,9.931034,1,1,0,22
we accept personal checks,8.8,1,1,1,20
this is a non profit organization,9.081081,1,0,0,27
user friendly interface,7.0,1,0,0,20
healthy food is good for you,9.2,0,1,0,22
hands on experience with a job,10.0,1,1,1,23
this watch is too expensive,10.615385,1,1,0,21
the postal service is very slow,10.758621,1,1,1,24
communicate through email,9.857143,1,1,0,21
the capital of our nation,7.2,0,0,0,21
travel at the speed of light,8.625,1,0,0,22
I do not fully agree with you,9.2,0,1,1,22
gas bills are sent monthly,10.56,0,0,1,22
earth quakes are predictable,9.375,0,0,0,25
life is but a dream,5.0,0,0,0,15
take it to the recycling depot,7.894737,0,0,0,25
sent this by registered mail,9.0,0,0,1,24
fall is my favorite season,7.135135,1,1,0,20
a fox is a very smart animal,10.56,1,0,0,21
the kids are very excited,7.411765,0,1,1,20
parking lot is full of trucks,7.783784,0,0,1,24
my bike has a flat tire,8.307692,0,0,0,18
do not walk too quickly,6.705882,0,0,0,19
a duck quacks to ask for food,7.263158,1,0,0,22
limited warranty of two years,8.571429,1,0,1,24
the four seasons will come,10.56,0,1,0,21
the sun rises in the east,7.272727,1,1,1,18
it is very windy today,5.684211,0,0,0,18
do not worry about this,9.12,0,0,0,19
dashing through the snow,7.2,0,0,1,21
want to join us for lunch,6.486486,1,1,1,18
stay away from strangers,10.08,0,0,0,21
accompanied by an adult,6.0,0,1,1,19
see you later alligator,6.486486,0,1,1,19
make my day you sucker,7.448276,0,0,0,18
I can play much better now,7.875,0,0,1,21
she wears too much makeup,7.2,0,0,1,21
my bare face in the wind,7.354839,0,0,0,19
batman wears a cape,5.189189,0,0,0,16
I hate baking pies,4.615385,0,0,0,15
lydia wants to go home,7.714286,0,0,0,18
win first prize in the contest,12.0,1,1,1,23
freud wrote of the ego,6.545455,0,0,0,18
I do not care if you do that,6.810811,1,0,0,20
always cover all the bases,7.135135,0,0,1,22
nobody cares anymore,5.4,0,0,0,18
can we play cards tonight,7.636364,1,1,1,19
get rid of that immediately,6.9,1,1,0,21
I watched blazing saddles,10.56,0,1,1,21
the sum of the parts,6.4,0,0,0,16
they love to yap about nothing,11.538462,0,1,1,24
peek out the window,5.818182,0,0,0,16
be home before midnight,6.486486,1,1,0,18
he played a pimp in that movie,9.0,1,1,1,22
I skimmed through your proposal,8.756757,0,0,0,27
he was wearing a sweatshirt,8.117647,0,1,1,22
no more war no more bloodshed,10.666667,0,0,1,24
toss the ball around,5.368421,0,0,0,17
I will meet you at noon,6.75,0,0,0,18
I want to hold your hand,6.909091,0,0,0,19
the children are playing,10.08,0,1,1,20
superman never wore a mask,7.135135,1,1,1,20
I listen to the tape everyday,9.6,1,0,0,23
he is shouting loudly,7.2,0,0,0,18
correct your diction immediately,10.875,0,0,0,29
seasoned golfers love the game,10.758621,0,1,0,25
he cooled off after she left,9.517241,0,0,1,23
my dog sheds his hair,5.828571,0,0,0,17
join us on the patio,5.333333,0,0,0,16
these cookies are so amazing,8.0,0,0,0,24
I can still feel your presence,9.090909,0,0,1,25
the dog will bite you,6.8,0,0,0,17
a most ridiculous thing,8.0,0,0,1,20
where did you get that tie,9.333333,1,0,1,20
what a lovely red jacket,8.275862,1,0,1,19
do you like to shop on Sunday,7.666667,1,0,1,22
I spilled coffee on the carpet,10.344828,1,1,0,23
the largest of the five oceans,8.108108,0,0,0,25
shall we play a round of cards,8.470588,0,0,1,24
olympic athletes use drugs,8.363636,0,1,1,22
my mother makes good cookies,9.931034,1,0,0,23
do a good deed to someone,8.0,0,0,0,20
quick there is someone knocking,10.125,0,0,0,27
flashing red light means stop,11.538462,0,0,0,25
sprawling subdivisions are bad,12.461538,1,1,1,25
where did I leave my glasses,7.459459,0,1,1,22
on the way to the cottage,8.0,1,0,0,19
a lot of chlorine in the water,11.076923,1,0,0,23
do not drink the water,6.352941,0,0,0,18
my car always breaks in the winter,10.83871,0,1,0,27
santa claus got stuck,6.545455,0,0,0,18
public transit is much faster,8.571429,0,1,1,24
zero in on the facts,6.857143,0,0,0,16
make up a few more phrases,10.08,1,0,1,20
my fingers are very cold,6.857143,1,1,0,18
rain rain go away,4.307692,0,0,0,14
bad for the environment,8.0,1,0,0,19
universities are too expensive,10.125,0,1,1,26
the price of gas is high,7.125,0,0,0,19
the winner of the race,6.545455,0,0,0,18
we drive on parkways,8.16,0,0,0,17
we park in driveways,6.580645,0,0,0,17
go out for some pizza and beer,10.666667,0,0,0,24
effort is what it will take,8.516129,0,0,1,22
where can my little dog be,9.692308,1,1,0,19
if you were not so stupid,6.0,1,0,0,19
not quite so smart as you think,8.333333,1,0,0,24
do you like to go camping,7.5,1,1,0,18
this person is a disaster,6.3,0,1,1,20
the imagination of the nation,7.5,0,0,0,25
universally understood to be wrong,13.333333,1,1,0,28
listen to five hours of opera,8.0,1,1,1,22
an occasional taste of chocolate,11.586207,0,0,0,28
victims deserve more redress,8.571429,1,1,1,23
the protesters blocked all traffic,13.846154,0,0,1,30
the acceptance speech was boring,8.4,0,1,0,27
work hard to reach the summit,8.727273,1,0,1,23
a little encouragement is needed,10.83871,0,0,0,28
stiff penalty for staying out late,12.888889,0,1,1,28
the pen is mightier than the sword,9.333333,0,0,0,28
exceed the maximum speed limit,10.4,0,1,1,25
in sharp contrast to your words,8.666667,1,1,1,24
this leather jacket is too warm,8.432432,0,1,0,25
consequences of a wrong turn,8.0,0,1,0,23
this mission statement is baloney,13.384615,1,0,0,28
you will loose your voice,7.875,0,1,0,20
every apple from every tree,7.076923,1,0,1,22
are you sure you want this,6.461538,0,1,1,20
the fourth edition was better,11.538462,1,0,1,24
this system of taxation,7.272727,0,0,1,20
beautiful paintings in the gallery,11.25,0,1,0,29
a yard is almost as long as a meter,9.257143,0,0,0,27
we missed your birthday,9.6,1,0,0,19
coalition governments never work,10.875,1,1,0,27
destruction of the rain forest,9.176471,0,1,0,25
I like to play tennis,5.666667,0,0,0,17
acutely aware of her good looks,7.8,1,0,1,25
you want to eat your cake,6.315789,1,1,1,18
machinery is too complicated,10.0,1,0,1,24
a glance in the right direction,11.555556,1,0,0,25
I just cannot figure this out,11.076923,0,1,0,23
please follow the guidelines,8.823529,0,0,1,25
an airport is a very busy place,7.5,0,1,1,24
mystery of the lost lagoon,10.153846,0,1,0,21
is there any indication of this,12.0,1,0,0,25
the chamber makes important decisions,9.9,1,0,0,32
this phenomenon will never occur,9.882353,1,0,1,27
obligations must be met first,7.692308,0,1,1,24
valid until the end of the year,9.090909,1,1,0,23
file all complaints in writing,7.8,0,1,1,25
tickets are very expensive,8.903226,0,0,1,23
a picture is worth many words,8.0,1,0,1,23
this camera takes nice photographs,12.857143,0,0,1,30
it looks like a shack,5.666667,0,0,0,17
the dog buried the bone,6.333333,0,0,0,19
the daring young man,5.368421,0,0,0,17
this equation is too complicated,11.2,0,0,1,28
express delivery is very fast,8.823529,1,1,0,23
I will put on my glasses,7.125,0,0,0,19
a touchdown in the last minute,11.111111,0,1,0,24
the treasury department is broke,13.44,1,1,0,26
a good response to the question,10.064516,1,0,0,25
well connected with people,8.363636,0,0,0,23
the bathroom is good for reading,9.257143,0,1,1,26
the generation gap gets wider,12.0,0,1,1,24
chemical spill took forever,11.52,1,1,1,22
prepare for the exam in advance,12.0,0,1,0,25
interesting observation was made,13.92,1,0,0,28
bank transaction was not registered,12.4,1,1,1,29
your etiquette needs some work,7.8,1,0,0,25
we better investigate this,10.615385,1,0,1,22
stability of the nation,6.315789,1,1,1,18
house with new electrical panel,8.756757,1,0,0,26
our silver anniversary is coming,9.882353,0,0,0,28
the presidential suite is very busy,9.72973,0,1,0,29
the punishment should fit the crime,11.612903,0,1,1,29
sharp cheese keeps the mind sharp,8.842105,0,0,0,28
the registration period is over,8.526316,1,0,0,26
you have my sympathy,8.16,0,0,0,17
the objective of the exercise,11.538462,1,1,0,23
historic meeting without a result,10.545455,1,1,0,27
very reluctant to enter,7.741935,1,1,1,18
good at addition and subtraction,9.6,1,1,1,26
six daughters and seven sons,10.285714,1,0,0,23
a thoroughly disgusting thing to say,12.4,0,1,0,30
sign the withdrawal slip,7.411765,1,1,0,19
relations are very strained,7.2,0,1,0,23
the minimum amount of time,6.769231,0,1,1,21
a very traditional way to dress,9.176471,0,0,0,26
the aspirations of a nation,8.363636,0,1,1,22
medieval times were very hard,7.5,1,0,1,24
a security force of eight thousand,12.888889,0,0,0,29
there are winners and losers,7.384615,1,0,1,23
the voters turfed him out,7.2,1,0,0,20
pay off a mortgage for a house,8.0,1,0,1,23
the collapse of the Roman empire,9.257143,1,0,0,26
did you see that spectacular explosion,14.666667,1,1,1,31
keep receipts for all your expenses,13.846154,1,0,1,29
the assault took six months,7.459459,1,0,0,22
get your priorities in order,8.727273,1,0,0,23
traveling requires a lot of fuel,12.0,1,0,1,26
longer than a football field,11.076923,1,0,0,23
a good joke deserves a good laugh,10.451613,1,1,1,25
the union will go on strike,8.8,1,1,0,20
never mix religion and politics,9.0,0,1,0,26
interactions between men and women,11.25,0,1,1,29
where did you get such a silly idea,13.44,1,1,1,26
it should be sunny tomorrow,10.615385,1,0,1,22
a psychiatrist will help you,9.0,1,1,0,22
you should visit to a doctor,10.222222,1,1,0,21
you must make an appointment,9.6,0,0,1,24
the fax machine is broken,6.3,0,0,1,21
players must know all the rules,12.0,1,0,1,25
a dog is the best friend of a man,10.344828,1,0,1,24
would you like to come to my house,8.526316,1,1,1,25
February has an extra day,7.411765,1,0,0,20
do not feel too bad about it,8.8,1,1,1,20
