Phrase,Time,INF,IF,F,C
my watch fell in the water,5.478261,2,2,1,17
prevailing wind from the east,7.317073,2,0,1,23
never too rich and never too thin,7.043478,1,0,0,26
breathing is difficult,8.0,1,0,1,19
I can see the rings on Saturn,7.885714,0,0,1,23
physics and chemistry are hard,8.0,1,0,0,25
my bank account is overdrawn,7.384615,1,1,0,22
elections bring out the best,9.290323,0,1,0,23
we are having spaghetti,6.153846,0,2,0,18
time to go shopping,5.189189,0,0,0,16
a problem with the engine,7.0,0,1,1,20
elephants are afraid of mice,6.4,0,1,0,23
my favorite place to visit,8.25,0,2,0,20
three two one zero blast off,6.0,1,0,0,22
my favorite subject is psychology,9.666667,1,1,1,27
circumstances are unacceptable,10.83871,2,0,0,26
watch out for low flying objects,7.2,2,1,0,24
if at first you do not succeed,8.0,0,1,1,23
please provide your date of birth,9.882353,1,1,0,26
we run the risk of failure,6.0,2,2,1,17
prayer in schools offends some,8.0,1,1,1,24
he is just like everyone else,7.2,1,1,0,22
great disturbance in the force,7.090909,2,0,1,24
love means many things,4.956522,0,0,0,19
you must be getting old,5.302326,0,1,0,18
the world is a stage,6.62069,1,0,0,15
can I skate with sister today,9.6,2,0,1,22
neither a borrower nor a lender be,10.83871,1,0,0,27
one heck of a question,7.448276,1,1,0,16
question that must be answered,8.210526,0,1,1,25
beware the ides of March,7.741935,0,0,0,20
double double toil and trouble,10.4,2,0,1,24
the power of denial,4.571429,0,0,0,16
I agree with you,5.2,1,1,0,11
do not say anything,6.4,1,1,0,14
play it again Sam,3.652174,1,0,0,13
the force is with you,6.375,1,0,0,16
you are not a jedi yet,5.1,0,1,0,16
an offer you cannot refuse,8.516129,1,1,0,20
are you talking to me,5.230769,0,0,0,17
yes you are very smart,7.2,0,0,0,18
all work and no play,4.8,1,1,0,14
hair gel is very greasy,6.909091,1,0,0,18
Valium in the economy size,7.333333,1,1,1,20
the facts get in the way,5.181818,0,1,0,18
the dreamers of dreams,5.302326,0,0,0,19
did you have a good time,7.125,1,1,0,17
space is a high priority,7.272727,2,0,1,18
you are a wonderful example,6.133333,0,2,0,21
do not squander your time,7.0,2,2,0,17
do not drink too much,5.666667,1,0,0,16
take a coffee break,5.647059,0,0,0,16
popularity is desired by all,9.0,0,0,0,24
the music is better than it sounds,8.842105,2,2,1,24
starlight and dewdrop,5.181818,1,0,0,18
the living is easy,4.285714,1,1,0,13
fish are jumping,4.666667,0,1,0,13
the cotton is high,4.0,0,1,0,14
drove my chevy to the levee,6.139535,2,1,1,19
but the levee was dry,5.513514,1,0,0,16
I took the rover from the shop,6.857143,2,0,1,22
movie about a nutty professor,7.692308,2,1,0,22
come and see our new car,4.956522,1,1,0,17
coming up with killer sound bites,10.181818,0,2,1,26
I am going to a music lesson,6.0,0,2,1,20
the opposing team is over there,10.4,2,2,1,22
soon we will return from the city,9.257143,0,0,0,27
I am wearing a tie and a jacket,6.697674,1,2,1,21
the quick brown fox jumped,6.139535,1,1,0,20
all together in one big pile,6.418605,2,0,0,21
wear a crown with many jewels,7.578947,1,2,0,21
there will be some fog tonight,8.571429,2,0,0,23
I am allergic to bees and peanuts,10.451613,0,2,0,25
he is still on our team,4.909091,0,0,0,18
the dow jones index has risen,6.857143,1,2,0,21
my preferred treat is chocolate,10.8,1,2,1,24
the king sends you to the tower,6.818182,1,0,0,24
we are subjects and must obey,9.6,1,0,0,23
mom made her a turtleneck,8.4,2,2,0,17
goldilocks and the three bears,10.4,0,2,1,24
we went grocery shopping,8.689655,0,2,0,19
the assignment is due today,7.666667,1,1,0,21
what you see is what you get,5.73913,1,1,1,20
for your information only,8.0,2,0,0,20
a quarter of a century,6.75,1,0,0,17
the store will close at ten,5.866667,2,1,1,19
head shoulders knees and toes,8.571429,2,1,1,22
vanilla flavored ice cream,6.731707,2,0,0,21
frequently asked questions,6.545455,1,0,1,23
round robin scheduling,7.741935,1,0,1,19
information super highway,7.263158,2,2,1,19
my favorite web browser,5.714286,1,0,1,19
the laser printer is jammed,7.459459,2,2,0,19
all good boys deserve fudge,6.272727,2,2,1,19
the second largest country,9.2,1,2,0,20
call for more details,7.448276,0,1,0,17
just in time for the party,7.2,1,2,1,18
have a good weekend,4.8,0,0,0,16
video camera with a zoom lens,6.697674,1,1,0,22
what a monkey sees a monkey will do,9.882353,1,1,0,26
that is very unfortunate,5.860465,0,1,0,20
the back yard of our house,5.478261,1,1,0,19
this is a very good idea,7.125,1,1,0,17
reading week is just about here,8.432432,1,0,1,25
our fax number has changed,6.285714,1,1,1,20
thank you for your help,5.302326,0,0,0,19
no exchange without a bill,6.439024,2,1,1,19
the early bird gets the worm,9.517241,1,1,1,21
buckle up for safety,5.230769,1,0,0,16
this is too much to handle,7.411765,0,0,0,21
protect your environment,7.135135,1,2,1,19
world population is growing,7.02439,2,0,1,22
the library is closed today,6.0,0,1,1,22
Mary had a little lamb,6.0,0,1,0,17
teaching services will help,6.857143,1,0,0,23
we accept personal checks,6.6,0,1,1,21
this is a non profit organization,9.882353,1,2,1,25
user friendly interface,5.860465,2,0,1,19
healthy food is good for you,9.2,0,1,1,22
hands on experience with a job,6.521739,0,2,0,23
this watch is too expensive,8.625,2,1,1,20
the postal service is very slow,8.210526,2,1,1,23
communicate through email,9.2,2,1,1,20
the capital of our nation,8.689655,2,2,1,17
travel at the speed of light,6.418605,1,1,1,21
I do not fully agree with you,8.903226,2,0,1,21
gas bills are sent monthly,6.0,2,1,1,19
earth quakes are predictable,7.692308,0,0,1,25
life is but a dream,6.0,0,1,0,14
take it to the recycling depot,7.5,2,2,1,21
sent this by registered mail,6.545455,2,2,1,20
fall is my favorite season,7.764706,1,1,1,20
a fox is a very smart animal,6.6,0,2,0,20
the kids are very excited,6.631579,0,1,1,20
parking lot is full of trucks,6.857143,1,2,1,21
my bike has a flat tire,5.023256,0,1,0,17
do not walk too quickly,6.909091,1,1,0,17
a duck quacks to ask for food,6.418605,2,1,1,20
limited warranty of two years,9.375,1,1,1,23
the four seasons will come,6.947368,0,0,1,22
the sun rises in the east,5.714286,1,1,0,18
it is very windy today,5.837838,0,0,0,18
do not worry about this,5.428571,1,0,0,18
dashing through the snow,6.0,2,2,0,17
want to join us for lunch,5.853659,1,0,1,19
stay away from strangers,5.860465,0,2,0,19
accompanied by an adult,5.581395,0,2,1,18
see you later alligator,6.857143,2,0,1,18
make my day you sucker,4.8,1,1,0,16
I can play much better now,6.0,2,2,0,17
she wears too much makeup,5.6,1,0,0,20
my bare face in the wind,4.956522,1,1,0,17
batman wears a cape,6.193548,0,1,0,15
I hate baking pies,5.625,1,0,0,14
lydia wants to go home,5.837838,1,1,0,16
win first prize in the contest,7.317073,2,2,1,21
freud wrote of the ego,5.023256,1,1,0,16
I do not care if you do that,8.129032,1,2,1,18
always cover all the bases,7.333333,0,1,1,21
nobody cares anymore,5.684211,1,1,0,16
can we play cards tonight,7.411765,1,1,0,19
get rid of that immediately,7.666667,0,2,1,21
I watched blazing saddles,6.6,0,1,1,21
the sum of the parts,4.266667,0,0,0,16
they love to yap about nothing,7.317073,0,0,1,25
peek out the window,5.333333,1,0,0,15
be home before midnight,5.581395,0,1,1,19
he played a pimp in that movie,7.2,1,0,0,23
